id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count,availability_365
5.69E+17,Alewife 2BR w inunit WD nr shopping center,107434423,Blueground,Cambridge Highlands,42.3912295,-71.1457888,Entire homeapt,265,0,383,232
5.70E+17,Beautiful 2bedroom unit in Somerville,429710403,Premier Villa,WellingtonHarrington,42.38533,-71.09046,Entire homeapt,275,22,3,273
5.70E+17,Upscale Penthouse3bedsKitchen onNewbury St,230047699,Sangthip,Area 2MIT,42.34818,-71.08372,Entire homeapt,515,41,2,292
5.71E+17,Spacious 1BR Apartment  Near HarvardMITMBTA,446952127,Yan,West Cambridge,42.3608,-71.14287,Entire homeapt,151,61,1,141
5.72E+17,Most lovely 3 bed room apt in beacon hill boston,373675137,Liya,East Cambridge,42.36103,-71.06518,Entire homeapt,150,0,81,339
5.72E+17,Beacon Hill studio1queensizeBed downtown boston,373675137,Liya,East Cambridge,42.36025,-71.06739,Entire homeapt,104,1,81,319
5.73E+17,Cozy Studio with everything you need,409684302,Justin And Mandy,Area 2MIT,42.34072,-71.07939,Entire homeapt,361,1,32,331
5.73E+17,New Allston development 1BR w WD,107434423,Blueground,Cambridgeport,42.35297,-71.12965,Entire homeapt,199,0,383,283
5.73E+17,New Allston development 1BR w WD,107434423,Blueground,Cambridgeport,42.3529714,-71.1296495,Entire homeapt,211,0,383,272
5.73E+17,New Allston development 1BR w WD,107434423,Blueground,Cambridgeport,42.35297,-71.12965,Entire homeapt,193,0,383,336
5.73E+17,Comfy Stylish Private Room near HarvardBU NortheasternFenway,2356643,MyBostonTrip,Cambridgeport,42.35066399,-71.12119449,Private room,59,1,35,63
5.73E+17,Elegant Private Room with Huge Closet Coliving mins walk to BU,2356643,MyBostonTrip,Cambridgeport,42.34923111,-71.1213921,Private room,56,0,35,92
5.73E+17,T7 NEW Cozy South End Studio,331225367,Stone,Area 2MIT,42.34133,-71.0755,Entire homeapt,235,23,64,29
5.74E+17,Brookline 1BR w Gym next to Brookline Village T,107434423,Blueground,Cambridgeport,42.33324,-71.11445,Entire homeapt,204,0,383,340
5.74E+17,E Cambridge 1BR w Gym  WD nr Lechmere Station,107434423,Blueground,East Cambridge,42.37303,-71.07859,Entire homeapt,295,0,383,143
5.75E+17,Lovely 3 Bedroom  Near HarvardMIT Parking,93537293,Kenia,WellingtonHarrington,42.3848,-71.09147,Entire homeapt,306,36,2,215
5.75E+17,Lovely 2 bedroom condo close to Harvardwparking,78955231,Eduardo,Agassiz,42.38673,-71.11532,Entire homeapt,228,41,2,53
5.75E+17,New Allston development 1BR w WD,107434423,Blueground,Cambridgeport,42.35297,-71.12965,Entire homeapt,192,0,383,348
5.75E+17,Allston 1BR w WD nr BU  Packards Corner,107434423,Blueground,Cambridgeport,42.3527433,-71.1218741,Entire homeapt,190,0,383,249
5.75E+17,Cozy Studio with everything you need,409684302,Justin And Mandy,Area 2MIT,42.34222,-71.0805,Entire homeapt,251,11,32,331
5.75E+17,Bright Studio in Gorgeous Brownstone,409684302,Justin And Mandy,Area 2MIT,42.34282,-71.07915,Entire homeapt,256,29,32,326
5.75E+17,M6 Private room Walk to Harvard MIT and T station,447943889,Lynn,MidCambridge,42.37348,-71.10652,Private room,169,25,2,163
5.76E+17,Spacious BR w parking near HarvardTuftsMITMGH,8858331,Mandy,North Cambridge,42.39822,-71.13035,Private room,92,2,1,0
5.77E+17,Beautiful Condo near Harvard and Subway,78955231,Eduardo,Agassiz,42.38537,-71.11402,Entire homeapt,192,29,2,47
5.77E+17,Stay Next to Public Garden  Back Bay MGH,232009663,Annie,Area 2MIT,42.35663965,-71.07152036,Private room,155,2,4,159
5.77E+17,Harvard Allston Campus  Luxury and Convenient,8441226,Justin,West Cambridge,42.36236,-71.133,Entire homeapt,318,30,4,279
5.77E+17,MODERN MASSIVE LARGE GROUP 3800sf MIT HARVARD BOS,166246917,Flavia,WellingtonHarrington,42.38517,-71.09159,Entire homeapt,999,0,3,98
5.78E+17,Boston Studio on Newbury w A shopping  dining,107434423,Blueground,Area 2MIT,42.3496611,-71.0814631,Entire homeapt,196,0,383,324
5.78E+17,S End Studio w Gym  Pool nr Mass Ave T,107434423,Blueground,Area 2MIT,42.33884,-71.08177,Entire homeapt,191,0,383,340
5.78E+17,Master Bedroom in 3BR between MIT and Harvard,21631889,Ling Yi,The Port,42.36869,-71.09665,Private room,120,0,14,139
5.78E+17,W1 Cozy  Cute South End Studio,331225367,Stone,Area 2MIT,42.3378,-71.07657,Entire homeapt,230,9,64,55
5.79E+17,Boston Studio on Newbury w A shopping  dining,107434423,Blueground,Area 2MIT,42.3496453,-71.0813703,Entire homeapt,217,0,383,291
5.79E+17,Gray Street Monthly Rental NEW,331225367,Stone,Area 2MIT,42.3452,-71.0728,Entire homeapt,261,8,64,121
5.80E+17,Downtown Boston Studio 75 Smart HDTV Home Theater,914769,Michael,Area 2MIT,42.351456,-71.064568,Entire homeapt,182,28,1,30
5.80E+17,Beautiful 2bed2bath apt in Fenway near hospitals,158837906,Hashouki,Area 2MIT,42.34828,-71.10064,Entire homeapt,499,2,43,337
5.80E+17,Charming rooms   hotel near T,162885740,Hong,North Cambridge,42.39243,-71.12649,Private room,151,6,18,0
5.80E+17,"Hotel with Charming 
Rooms Near T with Parking",162885740,Hong,North Cambridge,42.39491,-71.12643,Private room,171,18,18,9
5.80E+17,Downtown 1BR w Gym  WD nr S Station,107434423,Blueground,Area 2MIT,42.35229,-71.05911,Entire homeapt,236,0,383,324
5.80E+17,Downtown 1BR w Gym  WD nr S Station,107434423,Blueground,Area 2MIT,42.35229,-71.05911,Entire homeapt,338,0,383,147
5.80E+17,Downtown 1BR w Gym  WD nr S Station,107434423,Blueground,Area 2MIT,42.35229,-71.05911,Entire homeapt,272,0,383,0
5.80E+17,Downtown 1BR w Gym  WD nr S Station,107434423,Blueground,Area 2MIT,42.35229,-71.05911,Entire homeapt,416,0,383,109
5.80E+17,Downtown 1BR w Gym  WD nr S Station,107434423,Blueground,Area 2MIT,42.35229,-71.05911,Entire homeapt,332,0,383,161
5.80E+17,Modern With Amazing View in Historic Boston W End,158837906,Hashouki,East Cambridge,42.36633,-71.06257,Entire homeapt,499,3,43,317
5.80E+17, Guest Room with Queen Bed  at Boston Downtown,413242892,Boston,Area 2MIT,42.34995,-71.06404,Entire homeapt,363,36,2,97
5.81E+17,Renovated2 bed2bathin unit lau cen airpets ok,31340713,Kama,Area 2MIT,42.3359,-71.08428,Entire homeapt,233,1,23,334
5.81E+17,Affordable beacon hill 2 bed rooms in boston,373675137,Liya,East Cambridge,42.36013,-71.07096,Entire homeapt,120,2,81,273
5.82E+17,Private Bedroom AllstonBrighton Clean  Safe,190891355,Abdurrahman,West Cambridge,42.35927,-71.13055,Private room,69,6,4,0
5.83E+17,Allston 2BR w WD nr Boston University,107434423,Blueground,Cambridgeport,42.3527433,-71.1218741,Entire homeapt,227,0,383,276
5.83E+17,E Cambridge 1BR w Gym  WD nr Lechmere Station,107434423,Blueground,East Cambridge,42.373028,-71.0785923,Entire homeapt,208,0,383,324
5.83E+17,Central Sq 1BR w Gym WD  Roof nr T,107434423,Blueground,The Port,42.3637595,-71.100305,Entire homeapt,234,0,383,291
5.83E+17,Central Sq 1BR w WD nr Central Sq T,107434423,Blueground,The Port,42.36475,-71.09994,Entire homeapt,220,0,383,354
5.83E+17,Wonderful Back Bay 1br1ba  Short walk to Fenway,275849638,Steven,Area 2MIT,42.35093,-71.09355,Entire homeapt,302,40,39,231
5.83E+17,Cozy Back Bay Studio  Close to Fenway,275849638,Steven,Area 2MIT,42.34939,-71.09318,Entire homeapt,297,3,39,2
5.83E+17,HotelNear TFree ParkingHarvardMITTufts,162885740,Hong,North Cambridge,42.39352,-71.12716,Private room,159,21,18,127
5.84E+17,NEW Charming Apartment in the Heart of Cambridge,122377513,Evolve,Riverside,42.36688,-71.11418,Entire homeapt,137,0,2,325
5.84E+17,Prentiss House by Thatch  King Room 2,814298,Thatch,Neighborhood Nine,42.38326,-71.1196,Private room,231,14,37,79
5.85E+17,Wonderful 2 bed 2 bath unit in Assembly row plaza,158837906,Hashouki,East Cambridge,42.39346,-71.07712,Entire homeapt,199,2,43,344
5.85E+17,Lovely 3 bedroom Unit Free Park Close to T  BOS,388872888,Yuping,East Cambridge,42.3879,-71.08248,Entire homeapt,325,0,8,317
5.85E+17,Fenway Park Vintage Brownstone BB 2C,411294872,Lihua,Area 2MIT,42.34945,-71.09717,Private room,194,51,7,248
5.85E+17,New construction2 bed2 bath in unit laundry,266312920,STARS Of,Area 2MIT,42.33585,-71.08591,Entire homeapt,256,0,26,336
5.85E+17,Central 2 Bed in North End,130680380,Jodie,East Cambridge,42.36516,-71.05531,Entire homeapt,131,1,7,176
5.85E+17,Cambridge Alewife 1BR w Gym nr shops  T,107434423,Blueground,Cambridge Highlands,42.389,-71.1446,Entire homeapt,175,0,383,305
5.85E+17,N End 2BR w WD on Salem St nr dining,107434423,Blueground,East Cambridge,42.365719,-71.0553517,Entire homeapt,309,0,383,0
5.85E+17,E Cambridge 2BR w Gym  WD nr Lechmere T,107434423,Blueground,East Cambridge,42.3707,-71.07469,Entire homeapt,332,0,383,157
5.85E+17,N Station Studio w Gym  WD nr TD Garden,107434423,Blueground,East Cambridge,42.36595,-71.06347,Entire homeapt,232,1,383,263
5.85E+17,N Station 1BR w Gym  WD nr TD Garden,107434423,Blueground,East Cambridge,42.36595,-71.06347,Entire homeapt,275,0,383,0
5.88E+17,Luxury 2br2ba  Private Office  Central Square,275849638,Steven,MidCambridge,42.36604,-71.10349,Entire homeapt,297,10,39,262
5.88E+17,E Cambridge 2BR w Gym  WD nr Lechmere T,107434423,Blueground,East Cambridge,42.370595,-71.074224,Entire homeapt,415,0,383,109
5.88E+17,HB North End Studio TD Garden Freedom Trail,3637081,Sarah,East Cambridge,42.36517,-71.05495,Entire homeapt,213,4,13,179
5.88E+17,Prentiss House by Thatch  Deluxe King 8,814298,Thatch,Agassiz,42.38543,-71.11865,Private room,240,14,37,86
5.88E+17,Prentiss House by Thatch  King Suite 4,814298,Thatch,Agassiz,42.3835,-71.11803,Private room,296,6,37,96
5.88E+17,Beautiful  Sunny Home in the heart of Cambridge,234871707,Theresa,Riverside,42.365,-71.10831,Private room,896,2,1,1
5.88E+17,Great Value Studio in South End,409684302,Justin And Mandy,Area 2MIT,42.34255,-71.08066,Entire homeapt,280,3,32,318
5.89E+17,Panoramic City Sanctuary  2 BR King Fenway MA,163848078,Adam,Area 2MIT,42.34654,-71.09996,Entire homeapt,449,1,15,333
5.89E+17,Prentiss House by Thatch  King Suite 11,814298,Thatch,Agassiz,42.38338,-71.1183,Private room,296,3,37,84
5.89E+17,Cozy Large House close to TUFTSHarvardMIT 4BR,220453801,Pike,North Cambridge,42.4026,-71.10351,Entire homeapt,436,12,10,111
5.89E+17,Prentiss House by Thatch  Deluxe King 1,814298,Thatch,Neighborhood Nine,42.3854,-71.11947,Private room,240,13,37,78
5.89E+17,Prentiss House by Thatch  Queen Suite  5,814298,Thatch,Agassiz,42.38507,-71.11773,Private room,296,13,37,94
5.89E+17,Prentiss House by Thatch  King Deluxe 6,814298,Thatch,Neighborhood Nine,42.38496,-71.11989,Private room,240,5,37,76
5.89E+17,Prentiss House by Thatch  King Suite 7,814298,Thatch,Agassiz,42.38518,-71.11775,Private room,296,5,37,90
5.90E+17,Prentiss House by Thatch  King Suite 9,814298,Thatch,Neighborhood Nine,42.38519,-71.11966,Private room,296,4,37,79
5.90E+17,Prentiss House by Thatch  King Room 10,814298,Thatch,Neighborhood Nine,42.38534,-71.11984,Private room,231,8,37,74
5.90E+17,Prentiss House by Thatch  King Suite 12,814298,Thatch,Agassiz,42.38512,-71.11852,Private room,296,21,37,74
5.92E+17,Designer Style 3Br King Bed WDParkingSpotless,14768911,Gina And Oscar,North Cambridge,42.40624,-71.13913,Entire homeapt,321,19,3,289
5.93E+17,Theatre District 1BR w Gym  WD nr Boylston T,107434423,Blueground,Area 2MIT,42.3511858,-71.064017,Entire homeapt,221,0,383,305
5.93E+17,N Station 1BR w Gym  WD nr TD Garden,107434423,Blueground,East Cambridge,42.365947,-71.063473,Entire homeapt,263,0,383,275
5.93E+17,Kendall Sq Studio w WD Gym  Concierge nr MIT,107434423,Blueground,Area 2MIT,42.362881,-71.08784,Entire homeapt,216,0,383,276
5.93E+17,Prentiss House by Thatch  King Rm 14,814298,Thatch,Agassiz,42.38496,-71.1179,Private room,231,9,37,78
5.93E+17,Prentiss House by Thatch  King Rm 15,814298,Thatch,Neighborhood Nine,42.3851,-71.1196,Private room,231,1,37,83
5.93E+17,Prentiss House by Thatch  Deluxe King Rm 18,814298,Thatch,Agassiz,42.38317,-71.11952,Private room,240,5,37,93
5.94E+17,Prentiss House by Thatch  Queen Rm 13,814298,Thatch,Agassiz,42.38341,-71.11913,Private room,231,8,37,88
5.94E+17,Prentiss House by Thatch  Queen Rm 19,814298,Thatch,Agassiz,42.38351,-71.11943,Private room,240,10,37,84
5.94E+17,Prentiss House by Thatch  King Rm 20,814298,Thatch,Neighborhood Nine,42.38354,-71.1199,Private room,240,10,37,79
5.94E+17,Feel at home Amazing 3bed 3bath wStunning View,158837906,Hashouki,East Cambridge,42.39215,-71.07741,Entire homeapt,399,0,43,365
5.94E+17,"Luxurious modern 2bed 2bath Unit 
W Stunning View",158837906,Hashouki,East Cambridge,42.39377,-71.07912,Entire homeapt,329,6,43,334
5.95E+17,Symphony 1BR w Doorman  Business Center nr MFA,107434423,Blueground,Area 2MIT,42.3444913,-71.086708,Entire homeapt,220,0,383,345
5.95E+17,Symphony 1BR w Doorman  Business Center nr MFA,107434423,Blueground,Area 2MIT,42.34518,-71.08706,Entire homeapt,217,1,383,354
5.96E+17,Healthy welldesigned home walk everywhere,387525012,Emmanuel,Neighborhood Nine,42.38491,-71.1361,Private room,150,4,1,54
5.96E+17,Panoramic CityWater View In historic wend Boston,158837906,Hashouki,East Cambridge,42.36678,-71.06261,Entire homeapt,415,1,43,325
5.96E+17,Spacious 2bed 2bath Kign bedFenway Park BU,158837906,Hashouki,Area 2MIT,42.34678,-71.10125,Entire homeapt,500,2,43,343
5.96E+17,Modern 2Br2bt nr Subway Harvard Tufts 6mth lease,7918311,Dina,North Cambridge,42.3987,-71.13244,Entire homeapt,267,0,7,285
5.96E+17,Cozy Guest Room Cambridge,4312251,Sarah,Neighborhood Nine,42.38903,-71.12893,Private room,165,3,1,69
5.97E+17,Most lovely two bed apt in Beacon Hill in boston,373675137,Liya,East Cambridge,42.35853,-71.06703,Entire homeapt,180,0,81,337
5.97E+17,1 Queen Bed South End Sunroom,37226557,Cara,Area 2MIT,42.34258,-71.07555,Entire homeapt,275,5,1,17
5.98E+17,Gorgeous Studio with Bay Windows,409684302,Justin And Mandy,Area 2MIT,42.34098,-71.07909,Entire homeapt,709,0,32,330
5.98E+17,4P North End Lil Italy TD Garden,37907846,S,East Cambridge,42.36671,-71.05876,Entire homeapt,628,33,6,180
5.98E+17,Boston Red Sox  Fenway Park  MFA  NEU,757253,Nate,Area 2MIT,42.34343,-71.10212,Entire homeapt,202,63,3,242
5.98E+17,Cambridge 1BR w modern finishes,107434423,Blueground,East Cambridge,42.3707,-71.07469,Entire homeapt,287,0,383,169
5.98E+17,E Cambridge 3BR w WD in Inman Sq,107434423,Blueground,WellingtonHarrington,42.3726366,-71.094445,Entire homeapt,307,0,383,274
5.98E+17,Symphony 1BR w Doorman  Business Center nr MFA,107434423,Blueground,Area 2MIT,42.34449,-71.08671,Entire homeapt,229,0,383,279
5.99E+17,Harvard Allston Campus 7bdrm House For 20 People,8441226,Justin,West Cambridge,42.36402,-71.13326,Entire homeapt,1385,1,4,100
5.99E+17,Prentiss House by Thatch  King Rm 3,814298,Thatch,Agassiz,42.38339,-71.11791,Private room,240,4,37,81
6.00E+17,Brookline Studio w Elevator  Gym nr Green Line,107434423,Blueground,Cambridgeport,42.34292,-71.11952,Entire homeapt,219,0,383,134
6.00E+17,Brookline 2BR w Elevator  Gym nr Green Line,107434423,Blueground,Cambridgeport,42.3429191,-71.119517,Entire homeapt,236,0,383,336
6.02E+17,Affordable 2 bed room apt in beacon hill boston,373675137,Liya,East Cambridge,42.36009,-71.06892,Entire homeapt,136,0,81,273
6.02E+17,Affordable Cozy 2 bed room apt Beacon Hill Boston,373675137,Liya,East Cambridge,42.36038,-71.06589,Entire homeapt,136,1,81,336
6.03E+17,2 Bed with Work From Anywhere Office  Fast Wifi,423270067,Harry And Susie,Area 2MIT,42.3439,-71.08309,Entire homeapt,469,13,29,339
6.03E+17,Lovely room in heart of Davis Square Somerville,251158775,Andrew,North Cambridge,42.39573,-71.12133,Private room,84,2,1,89
6.03E+17,Spacious Studio With Fast Wifi,409684302,Justin And Mandy,Area 2MIT,42.34277,-71.08081,Entire homeapt,456,0,32,335
6.03E+17,Awesome Studio with great amenities,409684302,Justin And Mandy,Area 2MIT,42.34264,-71.08,Entire homeapt,763,0,32,333
6.03E+17,Modern Spacious 2BR wfull kitchen 30 day minimum,145655051,Karen,The Port,42.36456,-71.10169,Entire homeapt,172,0,3,275
6.04E+17,Ellie 1 Back Bay 2beds Best location,331225367,Stone,Area 2MIT,42.34382,-71.08401,Entire homeapt,325,17,64,143
6.04E+17,E Cambridge 2BR w Gym  WD nr Lechmere T,107434423,Blueground,East Cambridge,42.3706,-71.07422,Entire homeapt,320,0,383,185
6.04E+17,Allston Studio w WD  Gym nr Green Line,107434423,Blueground,Cambridgeport,42.34767,-71.13383,Entire homeapt,235,0,383,0
6.05E+17,E Cambridge Studio w Pool  Gym nr Lechmere T,107434423,Blueground,East Cambridge,42.36982,-71.07313,Entire homeapt,275,1,383,0
6.05E+17,E Cambridge Studio w Pool  Gym nr Lechmere T,107434423,Blueground,East Cambridge,42.36982,-71.07313,Entire homeapt,193,0,383,274
6.05E+17,Back Bay Studio w Gym nr Newbury St,107434423,Blueground,Area 2MIT,42.348633,-71.074088,Entire homeapt,215,0,383,339
6.05E+17,832 3 bedrooms 3TVs Washer Dryer wParking,331225367,Stone,WellingtonHarrington,42.37823,-71.09833,Entire homeapt,455,24,64,30
6.06E+17,luxurious 2bed 2bath apartment in Fenway heart,163848078,Adam,Area 2MIT,42.34518401,-71.10231216,Entire homeapt,550,0,15,365
6.06E+17,Affordable  Simple Chic Studio,244600805,Bay Village,Area 2MIT,42.34745,-71.0702,Entire homeapt,162,16,20,86
6.07E+17,HighRise 1BR Condo W Scenic Boston Views,444667455,Anthony,East Cambridge,42.36388,-71.06396,Private room,292,31,2,315
6.08E+17,Beautiful Central Sq 1BR w WD  Gym,107434423,Blueground,Cambridgeport,42.360894,-71.1025689,Entire homeapt,237,0,383,350
6.08E+17,Suite Private bath walk to Harvard MIT Red T M4,447943889,Lynn,MidCambridge,42.37515,-71.10571,Entire homeapt,149,5,2,43
6.08E+17,Back Bay 1BR w WD  Gym 2 blocks to T,107434423,Blueground,Area 2MIT,42.34992,-71.06943,Entire homeapt,307,0,383,355
6.08E+17,DowntownFinancial District 1BR w WD  Gym,107434423,Blueground,East Cambridge,42.35892,-71.05416,Entire homeapt,229,0,383,351
6.09E+17,Cambridgeport Large Bedroom Semiprivate bath,394741679,Olena,Cambridgeport,42.3607,-71.10745,Private room,78,2,15,282
6.09E+17,Kendall Sq 1BR w Gym WD  Concierge nr MIT,107434423,Blueground,East Cambridge,42.3640528,-71.0835716,Entire homeapt,257,0,383,263
6.09E+17,Central Sq Studio w Gym WD  Roof nr T,107434423,Blueground,The Port,42.36376,-71.10031,Entire homeapt,197,0,383,272
6.09E+17,Lovely 2bedroom condo with private deck,171705819,Kellie,Agassiz,42.38531,-71.09837,Entire homeapt,179,8,1,100
6.10E+17,Prime Central 1brm in North End Boston,2006852,Jay,East Cambridge,42.36495,-71.05249,Entire homeapt,262,5,7,330
6.10E+17,Central 4 Bed 2 Bath near MGH and Waterfront,130680380,Jodie,East Cambridge,42.36611,-71.05918,Entire homeapt,700,0,7,341
6.10E+17,Lovely luxury 2bed  2bath with gym and pool,24751162,Moo,West Cambridge,42.34667987,-71.14491913,Entire homeapt,350,1,3,95
6.11E+17,Harvard Square Location location location,182658964,Teresa,Neighborhood Nine,42.378971,-71.120674,Entire homeapt,1455,1,1,0
6.11E+17,Updated 3 Room Apartment King bed  optional full,6030020,Jason,Cambridgeport,42.35841699,-71.11070169,Entire homeapt,293,0,5,358
6.12E+17,Lovely 1 bedroom apartment in downtown Boston,380623623,Sofia,East Cambridge,42.359203,-71.066734,Entire homeapt,117,1,10,328
6.12E+17,Luxury 3bedroom 2bath amazing view in Assembly row,158837906,Hashouki,East Cambridge,42.39317,-71.07906,Entire homeapt,499,0,43,365
6.12E+17,Comfortable 2bedroom apartment in downtown Boston,380623623,Sofia,East Cambridge,42.359421,-71.069969,Entire homeapt,125,0,10,291
6.12E+17,Harvard Square apartment in the heart of Cambridge,380623623,Sofia,West Cambridge,42.37354,-71.12191,Entire homeapt,180,0,10,1
6.12E+17,N2 Walk Everywhere Lil Italy,3637081,Sarah,East Cambridge,42.36718,-71.0545,Entire homeapt,207,30,13,176
6.12E+17,Private DeckLuxury Spacious PenthouseSunnyWD,105384549,Laura,East Cambridge,42.36039,-71.069,Entire homeapt,269,0,5,309
6.12E+17,Peaceful Comfortable Great Location WFH Setups,51765714,Michael,Agassiz,42.38347,-71.09859,Entire homeapt,386,0,1,61
6.13E+17,Modern Garden Suite  Comfy  Relaxing,12459442,Alex,North Cambridge,42.39458,-71.13325,Entire homeapt,159,9,1,0
6.13E+17,Bright and Modern Luxury Studio,409684302,Justin And Mandy,Area 2MIT,42.34092,-71.08013,Entire homeapt,457,0,32,332
6.13E+17,Modern Studio in South End,409684302,Justin And Mandy,Area 2MIT,42.34091,-71.07869,Entire homeapt,772,0,32,336
6.13E+17,Cozy and Cute Value Studio,409684302,Justin And Mandy,Area 2MIT,42.34291,-71.08005,Entire homeapt,513,0,32,332
6.13E+17,Lovely 1stfl 1bedroom apt in Harvard Sq,9793577,Catalina,Riverside,42.37054,-71.11581,Entire homeapt,159,0,6,138
6.13E+17,Upscale Apt with everything you need,423270067,Harry And Susie,Area 2MIT,42.34538,-71.0814,Entire homeapt,787,0,29,359
6.13E+17,Upscale Apt with Private Work From Anywhere Office,423270067,Harry And Susie,Area 2MIT,42.34508,-71.08346,Entire homeapt,623,13,29,345
6.13E+17,Awesome studio in South End with wifi and parking,409684302,Justin And Mandy,Area 2MIT,42.34284,-71.0787,Entire homeapt,440,0,32,352
6.13E+17,Outstanding Upgraded Luxury Apt,423270067,Harry And Susie,Area 2MIT,42.34473,-71.08124,Entire homeapt,826,0,29,335
6.13E+17,South End2 bed in unit laucen air Northeastern,31340713,Kama,Area 2MIT,42.33626,-71.08569,Entire homeapt,200,1,23,326
6.14E+17,Venn  Harvard Square  Ocean Room,277913848,Venn,MidCambridge,42.37785,-71.10712,Private room,149,1,9,327
6.14E+17,Luxury in heart Boston with balcony  amazing view,158837906,Hashouki,Area 2MIT,42.34609,-71.06291,Entire homeapt,499,2,43,337
6.14E+17,Cozy 4BR 2BTH Apt in Brookline near BU,2356643,MyBostonTrip,Cambridgeport,42.34873871,-71.12154388,Entire homeapt,394,0,35,31
6.14E+17,Spacious 4BR 2BTH Apt in Brookline near NU,2356643,MyBostonTrip,Cambridgeport,42.35027344,-71.11967916,Entire homeapt,394,0,35,36
6.14E+17,Sunny 4BD 2BTH Apt in Somerville,2356643,MyBostonTrip,Agassiz,42.38966817,-71.09249601,Entire homeapt,322,0,35,276
6.14E+17,Luxurious Apt heart of Boston South end back bay,158837906,Hashouki,Area 2MIT,42.3463,-71.06482,Entire homeapt,499,0,43,365
6.14E+17,The Modica Estates Apartment 4 Room 2,411367498,Candide,The Port,42.36651,-71.09693,Private room,63,13,2,98
6.15E+17, Lovely Studio  Spotless WD Parking Private,14768911,Gina And Oscar,North Cambridge,42.406933,-71.140083,Entire homeapt,125,12,3,294
6.15E+17,T5 Stylish Studio in the South End,331225367,Stone,Area 2MIT,42.34074,-71.07696,Entire homeapt,224,23,64,140
6.15E+17,Cambridge Alewife 1BR w Gym nr shops  T,107434423,Blueground,Cambridge Highlands,42.389,-71.1446,Entire homeapt,184,0,383,298
6.15E+17,Exquisite Central Sq 2BR,107434423,Blueground,Cambridgeport,42.36444,-71.1047,Entire homeapt,252,1,383,362
6.16E+17,Theatre District 1BR w Gym  WD nr Boylston T,107434423,Blueground,Area 2MIT,42.3511858,-71.064017,Entire homeapt,275,0,383,0
6.17E+17,Classic Cambridge House in the Heart of the City,86944816,Nicanor,Riverside,42.36682,-71.11045,Entire homeapt,235,4,1,258
6.17E+17,City Oasis  Step into Public Garden  Back Bay,258974203,Sophia,Area 2MIT,42.35624127,-71.07334895,Entire homeapt,234,1,3,223
6.17E+17,Perfect location and Prices 1B1,244600805,Bay Village,Area 2MIT,42.34733,-71.06931,Entire homeapt,171,5,20,66
6.17E+17,Clean Studio Ready For Long  Short Stays,205269848,Temple Place,Area 2MIT,42.35452,-71.06336,Private room,158,10,15,227
6.18E+17,Downtown Studio Apt Lots of Natural Light,2356643,MyBostonTrip,Area 2MIT,42.35058419,-71.06430215,Entire homeapt,118,11,35,329
6.18E+17,Corporate Style Studio near MGH State House Boston Common,2356643,MyBostonTrip,East Cambridge,42.3577,-71.06378,Entire homeapt,176,14,35,305
6.18E+17,Simple furnished Studio in the Heart of Boston,2356643,MyBostonTrip,East Cambridge,42.35875,-71.06366,Entire homeapt,123,15,35,331
6.18E+17,Great Value South End Studio,409684302,Justin And Mandy,Area 2MIT,42.34121,-71.08058,Entire homeapt,317,0,32,345
6.18E+17,Grand 4br 35ba Harvard Mansion Cambridge Cosmo,115369531,V,Agassiz,42.38510718,-71.11804194,Entire homeapt,947,0,1,151
6.18E+17,Sunny Private Room in Shared Apt,2356643,MyBostonTrip,Agassiz,42.39085285,-71.09203732,Private room,47,0,35,332
6.18E+17,Private Room w twin Alcove near Charles River,2356643,MyBostonTrip,West Cambridge,42.36108,-71.14471,Private room,83,4,35,317
6.18E+17,Sleek  Bright Private Room Coliving near BU,2356643,MyBostonTrip,Cambridgeport,42.35009016,-71.11960567,Private room,59,1,35,73
6.18E+17,Modern Minimalist Room with en suite Bath near TuftsBrighamMGHBMC,2356643,MyBostonTrip,Cambridgeport,42.35013983,-71.11965904,Private room,59,1,35,34
6.19E+17,Harlow building by Harvard with Modern furnishings,1788405,Jared,Neighborhood Nine,42.38283,-71.12331,Entire homeapt,190,0,1,144
6.19E+17,Gorgeous Victorian house near Harvard 3 bedrooms,40819826,Marc,Neighborhood Nine,42.38583,-71.12011,Entire homeapt,375,1,1,141
6.19E+17,Theatre District 1BR w Gym  WD nr Boylston T,107434423,Blueground,Area 2MIT,42.3511858,-71.064017,Entire homeapt,247,0,383,354
6.20E+17,BEDROOM IN THE BEST LOCATION IN CAMBRIDGE,15739330,Rod,Riverside,42.3681,-71.10831,Private room,150,6,1,15
6.20E+17,Somerville on the Park,29092217,Jason,WellingtonHarrington,42.39336,-71.08834,Entire homeapt,235,6,1,0
6.20E+17,A quiet peaceful studio in the heart of Cambridge,16241860,Isabel,The Port,42.36955,-71.10055,Entire homeapt,184,31,7,317
6.20E+17,Peaceful midCambridge room with private en suite,16241860,Isabel,MidCambridge,42.36996,-71.10218,Private room,135,32,7,295
6.21E+17,Cozy 2bedroom apartment in downtown Boston,380623623,Sofia,East Cambridge,42.360752,-71.065987,Entire homeapt,126,0,10,307
6.21E+17,Lovely studio in downtown boston,373675137,Liya,East Cambridge,42.36153,-71.06487,Entire homeapt,95,1,81,281
6.21E+17,Lovely 2 bed 2 bath beacon hill downtown boston,373675137,Liya,East Cambridge,42.36182,-71.0654,Entire homeapt,221,0,81,287
